collection_date,route_id,route_short_name,route_long_name,records,unique_trips,avg_delay_minutes,max_delay_minutes
2026-05-19,S400-205,,,21,2,-5.47,0.1833333333333333
2026-05-19,S401-205,,,25,2,-0.79,1.65
2026-05-19,S402-202,,,23,2,-3.39,3.216666666666667
2026-05-19,S403-203,,,26,2,-12.26,4.066666666666666
2026-05-19,S404-203,,,24,2,-5.33,6.683333333333334
2026-05-19,S405-203,,,22,2,1.3,4.883333333333334
2026-05-19,S406-203,,,23,2,3.87,8.183333333333334
2026-05-19,S407-202,,,27,2,-0.07,5.5
2026-05-19,S408-202,,,21,2,10.18,14.366666666666667
2026-05-19,S409-202,,,22,2,1.44,5.066666666666666
2026-05-19,S410-205,,,24,2,-4.17,2.716666666666667
2026-05-19,S411-202,,,24,2,0.26,4.35
2026-05-19,S412-202,,,29,2,-0.69,1.7166666666666666
2026-05-19,S413-202,,,53,4,-2.29,1.9166666666666667
2026-05-19,S414-202,,,24,2,0.25,7.433333333333334
2026-05-19,S415-205,,,23,2,-8.99,0.6166666666666667
2026-05-19,S416-205,,,25,2,-2.94,-0.4
2026-05-19,S417-202,,,49,4,2.62,6.733333333333333
2026-05-19,S418-202,,,37,3,2.9,8.783333333333333
2026-05-19,S419-202,,,24,2,-0.17,3.466666666666667
2026-05-19,S420-221,,,26,2,1.38,7.316666666666666
2026-05-19,S421-221,,,21,2,3.76,5.7
2026-05-19,S423-221,,,19,2,-2.02,2.7666666666666666
2026-05-19,S424-221,,,19,2,2.04,2.9166666666666665
2026-05-19,S425-221,,,20,2,3.06,4.416666666666667
2026-05-19,S426-221,,,25,2,2.11,3.9166666666666665
2026-05-19,S427-221,,,27,2,1.41,5.166666666666667
2026-05-19,S428-221,,,22,2,0.38,5.433333333333334
2026-05-19,S429-221,,,12,1,9.89,10.75
2026-05-19,S430-221,,,28,2,-2.36,4.15
2026-05-19,S431-221,,,24,2,3.33,4.45
2026-05-19,S433-221,,,24,2,-2.17,0.1666666666666666
2026-05-19,S434-221,,,38,4,-0.73,2.716666666666667
2026-05-19,S435-221,,,21,2,-0.99,2.1166666666666667
2026-05-19,S436-221,,,25,2,1.14,3.066666666666667
2026-05-19,S437-221,,,9,1,-1.21,0.2666666666666666
2026-05-19,S438-218,,,19,2,0.47,5.433333333333334
2026-05-19,S439-221,,,10,1,0.88,3.7
2026-05-19,S440-205,,,23,2,-1.42,3.55
2026-05-19,S441-205,,,22,2,-0.55,0.6
2026-05-19,S442-205,,,20,2,-0.21,5.333333333333333
2026-05-19,S443-205,,,19,2,-1.88,0.3666666666666666
2026-05-19,S444-205,,,23,2,1.06,2.65
2026-05-19,S445-205,,,9,1,1.53,2.0
2026-05-19,S449-202,,,14,1,-16.01,0.9833333333333332
2026-05-19,S454-203,,,24,2,1.56,3.883333333333333
2026-05-19,S455-203,,,10,1,8.41,9.9
2026-05-19,S456-203,,,21,2,2.8,6.133333333333334
2026-05-19,S457-203,,,10,1,-7.25,3.816666666666667
2026-05-19,S458-203,,,21,2,3.46,6.266666666666667
2026-05-19,S459-203,,,27,2,6.85,10.233333333333333
2026-05-19,S460-202,,,13,1,-6.48,0.4833333333333333
2026-05-19,S461-203,,,21,2,9.14,18.133333333333333
2026-05-19,S462-203,,,22,2,0.68,4.116666666666666
2026-05-19,S463-203,,,25,2,6.03,9.6
2026-05-19,S464-203,,,8,1,3.05,5.683333333333334
2026-05-19,S465-203,,,9,1,11.91,15.366666666666667
2026-05-19,S466-202,,,11,1,4.53,5.066666666666666
2026-05-19,S467-202,,,10,1,-4.64,-2.433333333333333
2026-05-19,S469-203,,,26,2,0.26,6.416666666666667
2026-05-19,S477-203,,,14,1,2.75,2.85
2026-05-19,S481-202,,,11,1,2.0,2.583333333333333
2026-05-19,S500-202,,,17,2,-5.55,-4.5
2026-05-19,S501-202,,,34,4,-2.78,1.85
2026-05-19,S505-202,,,20,2,7.52,12.416666666666666
2026-05-19,S510-202,,,69,5,0.59,12.783333333333331
2026-05-19,S511-202,,,18,2,-2.36,-0.4
2026-05-19,S512-202,,,13,1,0.42,5.716666666666667
2026-05-19,S513-202,,,24,2,2.01,3.066666666666667
2026-05-19,S514-202,,,38,3,5.05,18.53333333333333
2026-05-19,S515-202,,,32,3,-1.73,3.816666666666667
2026-05-19,S516-202,,,34,2,2.16,11.15
2026-05-19,S519-202,,,8,1,-3.17,-2.7
2026-05-19,S520-202,,,24,2,-2.02,5.766666666666667
2026-05-19,S521-202,,,29,2,5.49,17.416666666666668
2026-05-19,S522G-221,,,27,2,-3.76,2.8833333333333333
2026-05-19,S522N-202,,,26,2,-1.08,7.733333333333333
2026-05-19,S523-202,,,32,2,0.23,7.533333333333333
2026-05-19,S524-202,,,22,2,2.97,10.383333333333333
2026-05-19,S525-202,,,25,2,-1.8,3.316666666666667
2026-05-19,S529-218,,,21,2,-10.06,-0.05
2026-05-19,S530-202,,,10,1,2.16,2.533333333333333
2026-05-19,S531-202,,,9,1,1.33,3.95
2026-05-19,S540-202,,,24,2,-16.69,-16.1
2026-05-19,S541-202,,,9,1,4.16,5.066666666666666
2026-05-19,S542-202,,,44,4,-2.08,1.1833333333333331
2026-05-19,S543-202,,,10,1,0.6,1.3166666666666669
2026-05-19,S544-202,,,42,4,-1.54,2.7
2026-05-19,S545-202,,,21,2,-0.13,2.75
2026-05-19,S546-202,,,34,3,-1.91,0.6166666666666667
2026-05-19,S547-202,,,56,5,-1.61,3.2333333333333334
2026-05-19,S548-202,,,12,1,-0.71,1.5666666666666669
2026-05-19,S549-202,,,22,2,-4.45,4.083333333333333
2026-05-19,S550-202,,,19,2,-1.22,2.716666666666667
2026-05-19,S813-202,,,27,3,-0.45,4.466666666666667
2026-05-19,STH-201,STH,STH,7160,144,0.48,68.73333333333333
2026-05-19,TMK-202,TMK,TMK,1491,146,0.43,20.85
2026-05-19,WEST-201,WEST,WEST,4982,138,1.84,98.76666666666668
2026-05-19,WX1-207,WX1,WX1,1974,204,-2.1,22.133333333333333
2026-05-20,101-202,101,101,212,18,-4.01,7.366666666666666
2026-05-20,105-202,105,105,1179,114,-2.0,12.716666666666669
2026-05-20,106-202,106,106,362,37,-4.56,2.8666666666666667
2026-05-20,111-203,111,111,318,35,0.5,4.9
2026-05-20,112-203,112,112,622,70,1.0,35.13333333333333
2026-05-20,114-203,114,114,395,42,1.8,11.783333333333331
2026-05-20,116-203,116,116,233,30,1.6,59.71666666666667
2026-05-20,11T-207,11T,11T,1201,103,-0.79,60.583333333333336
2026-05-20,11W-207,11W,11W,1255,103,-0.74,18.5
2026-05-20,12-207,12,12,1638,134,-1.12,11.95
2026-05-20,122-202,122,122,281,30,-0.91,6.633333333333334
2026-05-20,123-202,123,123,289,30,0.87,10.283333333333331
2026-05-20,125-202,125,125,580,44,0.47,52.266666666666666
2026-05-20,126-203,126,126,328,29,6.54,107.28333333333332
2026-05-20,128-202,128,128,367,30,9.57,39.96666666666667
2026-05-20,13-203,13,13,1497,120,-0.62,23.916666666666668
2026-05-20,135-203,135,135,908,99,0.53,24.466666666666665
2026-05-20,14-202,14,14,1321,129,-1.52,13.633333333333333
2026-05-20,143-203,143,143,469,58,0.82,12.316666666666666
2026-05-20,145-203,145,145,716,72,0.22,27.83333333333333
2026-05-20,147-203,147,147,687,70,2.08,25.53333333333333
2026-05-20,148-203,148,148,98,14,-0.67,2.783333333333333
2026-05-20,149-203,149,149,893,82,0.73,20.48333333333333
2026-05-20,152-203,152,152,612,60,0.96,22.53333333333333
2026-05-20,154-203,154,154,748,71,0.84,16.366666666666667
2026-05-20,161-203,161,161,288,34,-1.83,3.6666666666666665
2026-05-20,162-202,162,162,741,74,0.26,10.966666666666669
2026-05-20,170-203,170,170,292,33,-0.37,9.666666666666666
2026-05-20,171-203,171,171,257,19,-1.53,9.866666666666667
2026-05-20,172-203,172,172,612,67,2.18,56.6
2026-05-20,18-202,18,18,2293,209,-1.56,59.93333333333333
2026-05-20,186-203,186,186,300,33,0.49,15.466666666666669
2026-05-20,191-203,191,191,409,35,0.11,14.116666666666667
2026-05-20,195-203,195,195,1079,76,-0.58,26.133333333333333
2026-05-20,20-202,20,20,1128,129,-1.0,13.05
2026-05-20,209-203,209,209,213,14,1.22,13.783333333333331
2026-05-20,22N-202,22N,22N,1236,109,-1.78,15.283333333333331
2026-05-20,22R-202,22R,22R,1180,99,-2.23,14.816666666666666
2026-05-20,24B-202,24B,24B,1506,125,-1.76,65.01666666666667
2026-05-20,24R-202,24R,24R,1301,112,-0.58,66.9
2026-05-20,252-202,252,252,88,7,-1.18,5.516666666666667
2026-05-20,253-202,253,253,100,8,-1.24,6.8
2026-05-20,25B-202,25B,25B,1874,174,-1.46,9.966666666666669
2026-05-20,25L-202,25L,25L,1904,177,-0.6,41.71666666666667
2026-05-20,27H-202,27H,27H,1258,111,-2.84,10.266666666666667
2026-05-20,27T-202,27T,27T,99,9,-4.52,7.116666666666666
2026-05-20,27W-202,27W,27W,1246,112,-1.25,39.63333333333333
2026-05-20,295-202,295,295,947,82,-1.92,20.616666666666667
2026-05-20,298-221,298,298,872,82,0.52,19.75
2026-05-20,30-202,30,30,1655,156,-1.49,18.216666666666665
2026-05-20,309-203,309,309,1361,90,-4.39,19.933333333333334
2026-05-20,309X-203,309X,309X,56,4,-5.82,8.266666666666667
2026-05-20,31-203,31,31,1448,126,0.16,20.78333333333333
2026-05-20,311-203,311,311,525,48,-2.58,32.21666666666667
2026-05-20,313-203,313,313,589,59,-0.95,8.466666666666667
2026-05-20,314-203,314,314,637,67,2.68,13.2
2026-05-20,32-203,32,32,1346,122,1.04,23.266666666666666
2026-05-20,321-202,321,321,904,60,-1.67,13.016666666666667
2026-05-20,323-221,323,323,846,85,-0.43,10.666666666666666
2026-05-20,324-203,324,324,390,42,0.61,11.05
2026-05-20,325-203,325,325,1431,107,2.4,29.35
2026-05-20,326-203,326,326,630,75,-6.32,7.783333333333333
2026-05-20,33-203,33,33,1954,145,2.76,34.55
2026-05-20,35-205,35,35,1320,124,0.0,22.716666666666665
2026-05-20,351-205,351,351,684,64,0.64,20.633333333333333
2026-05-20,352-205,352,352,716,54,1.3,33.28333333333333
2026-05-20,353-205,353,353,643,69,0.99,41.8
2026-05-20,355-205,355,355,940,86,0.97,25.2
2026-05-20,36-203,36,36,1405,113,1.91,37.2
2026-05-20,362-203,362,362,804,82,3.66,18.766666666666666
2026-05-20,363-203,363,363,359,36,1.16,10.25
2026-05-20,364-203,364,364,742,73,0.59,29.03333333333333
2026-05-20,365-203,365,365,1059,86,3.4,24.616666666666667
2026-05-20,366-203,366,366,932,90,1.3,20.73333333333333
2026-05-20,37-203,37,37,1493,131,1.27,23.383333333333333
2026-05-20,372-203,372,372,395,43,1.83,17.816666666666666
2026-05-20,373-203,373,373,311,33,1.8,13.016666666666667
2026-05-20,376-203,376,376,436,40,3.47,25.883333333333333
2026-05-20,377-203,377,377,445,42,-3.5,19.1
2026-05-20,378-203,378,378,288,27,3.01,17.016666666666666
2026-05-20,379-203,379,379,437,41,-0.31,17.033333333333335
2026-05-20,38-203,38,38,1579,142,2.64,60.43333333333333
2026-05-20,39-203,39,39,1518,122,2.17,23.666666666666668
2026-05-20,391-203,391,391,411,50,-0.29,4.483333333333333
2026-05-20,392-203,392,392,473,51,2.15,10.516666666666667
2026-05-20,393-203,393,393,418,50,0.26,5.633333333333334
2026-05-20,394-203,394,394,313,34,-1.11,10.166666666666666
2026-05-20,395-203,395,395,71,6,1.51,11.9
2026-05-20,396-203,396,396,175,12,3.52,15.95
2026-05-20,501-217,501,501,338,41,3.14,13.3
2026-05-20,502-217,502,502,648,64,2.25,102.35
2026-05-20,50A-217,50A,50A,635,67,-1.49,12.016666666666667
2026-05-20,50B-217,50B,50B,488,50,-1.36,6.416666666666667
2026-05-20,64-202,64,64,1560,174,-0.94,14.316666666666666
2026-05-20,65-202,65,65,1740,147,1.01,78.56666666666666
2026-05-20,66-203,66,66,1531,131,0.55,95.46666666666668
2026-05-20,67A-202,67A,67A,1520,110,0.31,25.03333333333333
2026-05-20,67B-202,67B,67B,465,41,-0.76,23.383333333333333
2026-05-20,68-202,68,68,1219,117,-3.9,13.966666666666669
2026-05-20,70-205,70,70,3046,224,0.81,21.45
2026-05-20,711-221,711,711,484,45,2.53,28.566666666666663
2026-05-20,712-221,712,712,513,42,1.68,36.1
2026-05-20,72C-205,72C,72C,855,80,1.1,14.266666666666667
2026-05-20,72M-205,72M,72M,664,61,1.16,13.233333333333333
2026-05-20,72X-205,72X,72X,560,36,1.12,24.133333333333333
2026-05-20,733-221,733,733,435,45,2.56,14.183333333333334
2026-05-20,734-221,734,734,428,50,0.63,19.066666666666663
2026-05-20,735-221,735,735,513,53,-0.73,13.7
2026-05-20,738-221,738,738,438,50,-1.68,3.3833333333333333
2026-05-20,739-221,739,739,341,29,1.71,12.2
2026-05-20,74-221,74,74,1501,133,-0.85,28.666666666666668
2026-05-20,744-221,744,744,681,66,0.15,15.033333333333331
2026-05-20,747-221,747,747,724,80,0.05,15.516666666666667
2026-05-20,75-202,75,75,1992,158,-1.02,23.5
2026-05-20,751-202,751,751,406,43,0.75,10.75
2026-05-20,755-202,755,755,712,69,-1.51,15.366666666666667
2026-05-20,76-202,76,76,1442,144,-1.44,12.1
2026-05-20,774-202,774,774,269,25,-1.03,12.666666666666666
2026-05-20,775-202,775,775,358,30,1.98,12.083333333333334
2026-05-20,781-202,781,781,647,59,-1.49,15.416666666666666
2026-05-20,782-221,782,782,528,43,-2.05,10.4
2026-05-20,783-221,783,783,317,30,-1.04,19.35
2026-05-20,801-202,801,801,685,71,-0.39,21.0
2026-05-20,802-202,802,802,133,11,-1.97,22.133333333333333
2026-05-20,805-202,805,805,126,14,-4.73,1.4666666666666666
2026-05-20,806-202,806,806,314,39,1.03,7.283333333333333
2026-05-20,807-202,807,807,304,39,2.54,18.33333333333333
2026-05-20,814-202,814,814,915,94,-0.2,11.683333333333334
2026-05-20,82-202,82,82,1271,132,0.13,19.933333333333334
2026-05-20,83-203,83,83,1717,142,2.14,15.5
2026-05-20,842-202,842,842,158,19,-0.36,4.116666666666666
2026-05-20,843-202,843,843,601,62,0.63,12.733333333333333
2026-05-20,845-203,845,845,266,28,0.0,13.083333333333334
2026-05-20,856-203,856,856,1302,105,2.32,20.48333333333333
2026-05-20,861-203,861,861,930,81,0.5,15.5
2026-05-20,865-203,865,865,642,77,-0.23,14.95
2026-05-20,866-203,866,866,1134,95,0.27,13.183333333333334
2026-05-20,871-202,871,871,886,96,-0.06,14.466666666666669
2026-05-20,878-203,878,878,917,98,0.78,22.8
2026-05-20,883-203,883,883,455,59,-0.28,12.416666666666666
2026-05-20,884-203,884,884,256,27,-0.3,6.15
2026-05-20,885-203,885,885,236,26,-0.56,10.5
2026-05-20,888-203,888,888,197,23,-4.24,1.25
2026-05-20,889-203,889,889,582,73,-0.97,8.5
2026-05-20,901-203,901,901,700,76,-0.73,13.733333333333333
2026-05-20,902-203,902,902,566,67,-2.2,7.15
2026-05-20,906-203,906,906,696,63,0.35,34.18333333333333
2026-05-20,907-203,907,907,661,76,-1.89,7.366666666666666
2026-05-20,917-203,917,917,943,82,0.5,21.183333333333334
2026-05-20,923-202,923,923,1044,96,-2.35,12.183333333333334
2026-05-20,924-202,924,924,202,18,-4.65,12.483333333333333
2026-05-20,926-203,926,926,657,71,-0.39,6.033333333333333
2026-05-20,928-203,928,928,344,38,0.02,15.883333333333333
2026-05-20,931-203,931,931,368,33,-1.29,11.133333333333333
2026-05-20,933-203,933,933,680,58,-1.01,15.3
2026-05-20,933A-202,933,933A,13,1,-1.49,3.733333333333333
2026-05-20,939-203,939,939,162,14,-0.12,16.9
2026-05-20,94-203,94,94,1232,124,1.11,14.466666666666669
2026-05-20,941-203,941,941,858,76,1.12,29.95
2026-05-20,95B-203,95B,95B,1045,99,0.1,20.0
2026-05-20,95C-203,95C,95C,835,81,-1.8,24.016666666666666
2026-05-20,966-203,966,966,906,73,-3.0,12.716666666666669
2026-05-20,97B-203,97B,97B,899,89,-0.42,25.683333333333334
2026-05-20,97R-203,97R,97R,835,87,-0.61,29.366666666666667
2026-05-20,981-221,981,981,838,93,2.62,14.333333333333334
2026-05-20,982-221,982,982,967,93,1.08,14.983333333333333
2026-05-20,983-221,983,983,805,73,0.27,18.066666666666663
2026-05-20,984-221,984,984,197,19,0.37,11.133333333333333
2026-05-20,985-221,985,985,656,72,-0.08,9.683333333333334
2026-05-20,986-221,986,986,209,20,-0.1,10.183333333333334
2026-05-20,988-221,988,988,178,18,-2.52,7.916666666666667
2026-05-20,989-218,989,989,227,30,-3.38,3.183333333333333
2026-05-20,995-203,995,995,473,50,0.54,13.766666666666667
2026-05-20,996-203,996,996,72,8,0.15,4.733333333333333
2026-05-20,997-203,997,997,79,7,-3.42,13.366666666666667
2026-05-20,998-203,998,998,241,28,0.32,6.083333333333333
2026-05-20,999-203,999,999,223,28,0.02,9.816666666666666
2026-05-20,AIR-203,AIR,AIR,1415,122,-0.87,14.733333333333333
2026-05-20,CTY-202,CTY,CTY,1319,127,-5.43,25.216666666666665
2026-05-20,DEV-209,DEV,DEV,24,1,10.0,10.0
2026-05-20,EAST-201,EAST,EAST,6074,143,0.53,107.2
2026-05-20,GULF-209,GULF,GULF,291,10,1.57,15.0
2026-05-20,HMB-209,HMB,HMB,37,6,8.62,15.0
2026-05-20,HOBS-209,HOBS,HOBS,10,1,4.03,4.033333333333333
2026-05-20,HUIA-404,HUIA,HUIA,12,2,38.06,67.98333333333333
2026-05-20,INN-202,INN,INN,2432,209,-3.36,15.45
2026-05-20,MTIA-209,MTIA,MTIA,277,4,5.06,15.0
2026-05-20,NX1-203,NX1,NX1,3977,385,0.5,18.116666666666667
2026-05-20,NX2-207,NX2,NX2,3308,299,-1.81,56.583333333333336
2026-05-20,ONE-201,ONE,ONE,4134,68,0.01,3.783333333333333
2026-05-20,OUT-202,OUT,OUT,2165,177,-3.36,60.98333333333333
2026-05-20,RANG-209,RANG,RANG,231,2,0.0,0.0
2026-05-20,RBW-402,RBW,RBW,97,7,-3.7,8.316666666666666
2026-05-20,S001-203,,,10,1,3.38,3.816666666666667
2026-05-20,S001E-203,,,13,1,0.6,1.3
2026-05-20,S001F-203,,,10,1,4.5,5.533333333333333
2026-05-20,S001N-203,,,11,1,2.4,2.933333333333333
2026-05-20,S002-218,,,17,2,-0.78,4.183333333333334
2026-05-20,S002A-203,,,12,1,-3.83,0.2333333333333333
2026-05-20,S002D-203,,,10,1,2.23,4.016666666666667
2026-05-20,S002F-203,,,8,1,2.29,2.533333333333333
2026-05-20,S003-203,,,12,1,-3.09,0.35
2026-05-20,S003C-203,,,8,1,1.26,1.4666666666666666
2026-05-20,S003D-203,,,9,1,5.34,6.333333333333333
2026-05-20,S004F-203,,,8,1,7.38,7.716666666666667
2026-05-20,S005-218,,,21,2,3.67,9.783333333333331
2026-05-20,S005B-203,,,38,4,-2.27,2.8
2026-05-20,S005C-203,,,9,1,-1.67,0.7166666666666667
2026-05-20,S006-218,,,27,2,7.03,14.7
2026-05-20,S006A-203,,,27,2,3.1,5.266666666666667
2026-05-20,S006B-203,,,32,2,-4.13,12.283333333333331
2026-05-20,S006C-203,,,59,4,-2.71,6.45
2026-05-20,S007-218,,,17,2,-2.0,0.3333333333333333
2026-05-20,S007A-203,,,13,1,-0.2,0.6833333333333333
2026-05-20,S007F-203,,,47,4,-0.66,3.15
2026-05-20,S008-218,,,27,2,3.58,5.916666666666667
2026-05-20,S008A-203,,,31,2,-0.73,5.933333333333334
2026-05-20,S008C-203,,,23,2,1.09,4.283333333333333
2026-05-20,S009-203,,,25,2,-4.62,11.333333333333334
2026-05-20,S009A-218,,,23,2,2.74,5.733333333333333
2026-05-20,S009B-203,,,15,1,9.53,12.6
2026-05-20,S009C-203,,,12,1,1.5,2.083333333333333
2026-05-20,S010-218,,,25,2,-1.98,5.883333333333334
2026-05-20,S010A-203,,,12,1,4.34,6.35
2026-05-20,S010B-202,,,28,2,-3.39,2.2666666666666666
2026-05-20,S011-203,,,10,1,-9.2,0.9166666666666666
2026-05-20,S011A-218,,,9,1,5.2,6.75
2026-05-20,S012-218,,,30,2,-0.03,5.033333333333333
2026-05-20,S012A-203,,,26,2,-3.25,-1.1
2026-05-20,S012B-203,,,11,1,-3.4,-0.1166666666666666
2026-05-20,S012D-203,,,8,1,-2.05,-1.5333333333333334
2026-05-20,S013-203,,,39,3,3.36,10.366666666666667
2026-05-20,S013A-218,,,19,2,0.24,3.933333333333333
2026-05-20,S013D-203,,,24,2,-4.86,3.716666666666667
2026-05-20,S014-202,,,11,1,1.74,4.066666666666666
2026-05-20,S014A-218,,,19,2,3.96,6.483333333333333
2026-05-20,S014D-203,,,9,1,0.55,4.533333333333333
2026-05-20,S014H-203,,,12,1,-2.78,-0.1333333333333333
2026-05-20,S014I-203,,,13,1,-0.03,0.2166666666666666
2026-05-20,S015-203,,,13,1,-6.29,-2.9166666666666665
2026-05-20,S015A-203,,,10,1,-9.04,-2.65
2026-05-20,S015B-203,,,13,1,4.69,6.033333333333333
2026-05-20,S015C-202,,,38,3,2.88,6.283333333333333
2026-05-20,S015E-203,,,10,1,2.28,3.066666666666667
2026-05-20,S015G-203,,,10,1,6.72,8.116666666666667
2026-05-20,S016-202,,,10,1,3.17,5.033333333333333
2026-05-20,S016E-203,,,35,4,-4.66,0.7166666666666667
2026-05-20,S017-202,,,24,2,-5.16,5.033333333333333
2026-05-20,S017A-202,,,12,1,-4.21,-2.8
2026-05-20,S017B-218,,,18,2,-0.78,2.15
2026-05-20,S017F-203,,,61,6,-4.82,2.1666666666666665
2026-05-20,S018-218,,,17,2,-1.17,1.1166666666666667
2026-05-20,S018A-203,,,11,1,-16.51,-1.0833333333333333
2026-05-20,S019-218,,,19,2,0.97,3.6
2026-05-20,S019A-218,,,19,2,1.06,2.283333333333333
2026-05-20,S020-203,,,16,1,-7.29,6.55
2026-05-20,S020A-218,,,18,2,0.14,4.583333333333333
2026-05-20,S020I-203,,,13,1,4.03,5.866666666666666
2026-05-20,S020J-203,,,13,1,-0.57,2.3666666666666667
2026-05-20,S021-218,,,18,2,-0.9,0.8666666666666667
2026-05-20,S022-202,,,11,1,2.82,7.95
2026-05-20,S022A-218,,,27,2,-0.34,2.566666666666667
2026-05-20,S022C-203,,,18,2,-1.6,0.0333333333333333
2026-05-20,S023-202,,,11,1,1.23,1.9333333333333331
2026-05-20,S023A-202,,,12,1,-5.98,0.1333333333333333
2026-05-20,S023B-203,,,9,1,2.03,3.75
2026-05-20,S024B-218,,,12,1,1.15,7.4
2026-05-20,S025-203,,,16,1,0.5,7.316666666666666
2026-05-20,S025A-203,,,29,2,-7.35,2.1
2026-05-20,S025B-203,,,7,1,2.27,3.2
2026-05-20,S025E-218,,,28,2,-1.62,3.216666666666667
2026-05-20,S026-203,,,9,1,10.04,12.283333333333331
2026-05-20,S026D-218,,,28,2,2.53,6.816666666666666
2026-05-20,S027-202,,,21,2,-2.92,-0.9833333333333332
2026-05-20,S027E-218,,,31,3,-5.95,4.7
2026-05-20,S027H-203,,,13,1,-0.35,7.7
2026-05-20,S028-202,,,42,4,0.96,3.966666666666667
2026-05-20,S028A-218,,,16,2,-0.78,1.3
2026-05-20,S028B-207,,,11,1,-12.77,-1.0333333333333334
2026-05-20,S028E-207,,,28,2,-4.98,5.5
2026-05-20,S028F-203,,,12,1,3.24,3.733333333333333
2026-05-20,S029-202,,,14,1,-0.66,4.6
2026-05-20,S029E-203,,,11,1,-1.78,-0.4666666666666667
2026-05-20,S029G-207,,,28,2,4.65,7.566666666666666
2026-05-20,S030-203,,,12,1,0.53,5.166666666666667
2026-05-20,S031-203,,,13,1,-5.25,1.4333333333333331
2026-05-20,S031A-203,,,10,1,3.71,4.85
2026-05-20,S031B-203,,,28,2,-5.23,3.8666666666666663
2026-05-20,S031C-203,,,11,1,-4.26,0.4333333333333333
2026-05-20,S031G-207,,,25,2,-5.76,3.55
2026-05-20,S032-203,,,13,1,2.47,3.6
2026-05-20,S032A-203,,,25,2,3.89,6.166666666666667
2026-05-20,S033-203,,,15,1,-1.36,3.6666666666666665
2026-05-20,S033A-203,,,14,1,-9.78,-0.85
2026-05-20,S033D-203,,,10,1,0.89,2.3666666666666667
2026-05-20,S034-202,,,10,1,4.13,6.616666666666666
2026-05-20,S035-203,,,8,1,-0.23,2.8833333333333333
2026-05-20,S036-203,,,14,1,-0.16,7.583333333333333
2026-05-20,S036A-203,,,9,1,3.59,3.966666666666667
2026-05-20,S037-203,,,13,1,-6.67,0.1
2026-05-20,S038-203,,,8,1,2.42,2.7
2026-05-20,S039-218,,,10,1,-0.61,0.5833333333333334
2026-05-20,S040-221,,,33,3,0.56,2.6666666666666665
2026-05-20,S041-203,,,15,1,-1.32,0.1
2026-05-20,S041A-203,,,13,1,-9.23,0.25
2026-05-20,S042-203,,,30,2,-7.11,6.8
2026-05-20,S042B-202,,,9,1,-1.66,1.6666666666666667
2026-05-20,S042C-202,,,11,1,0.78,1.85
2026-05-20,S043-218,,,22,2,-6.36,-1.6833333333333331
2026-05-20,S044-203,,,9,1,0.01,0.2833333333333333
2026-05-20,S044A-221,,,10,1,-2.99,-2.183333333333333
2026-05-20,S045-203,,,13,1,-6.08,0.2166666666666666
2026-05-20,S045B-221,,,14,1,-16.45,-1.7833333333333334
2026-05-20,S045D-221,,,16,1,-3.98,4.183333333333334
2026-05-20,S046-202,,,12,1,-2.53,-0.1833333333333333
2026-05-20,S046B-203,,,12,1,5.0,8.45
2026-05-20,S046D-221,,,17,1,8.43,19.183333333333334
2026-05-20,S046G-221,,,13,1,10.36,13.9
2026-05-20,S046X-221,,,13,1,2.93,3.2666666666666666
2026-05-20,S047A-221,,,17,1,-3.68,0.8166666666666667
2026-05-20,S047B-221,,,20,1,2.03,18.6
2026-05-20,S047C-221,,,15,1,-0.19,0.3666666666666666
2026-05-20,S047D-221,,,14,1,-3.8,7.5
2026-05-20,S048-203,,,27,2,0.07,4.066666666666666
2026-05-20,S049-203,,,14,1,9.06,12.533333333333331
2026-05-20,S049A-203,,,24,2,-4.63,-0.2833333333333333
2026-05-20,S049C-221,,,18,1,-2.57,4.433333333333334
2026-05-20,S050-221,,,15,1,-2.19,0.35
2026-05-20,S050A-221,,,12,1,-1.89,0.0
2026-05-20,S050B-203,,,56,4,-7.47,9.733333333333333
2026-05-20,S051-202,,,10,1,0.99,1.9666666666666663
2026-05-20,S051B-202,,,11,1,-1.71,3.95
2026-05-20,S052-202,,,9,1,1.56,4.5
2026-05-20,S052A-202,,,11,1,0.64,1.7833333333333334
2026-05-20,S053-203,,,10,1,-24.15,-8.916666666666666
2026-05-20,S053A-203,,,24,2,-3.75,0.45
2026-05-20,S053B-202,,,12,1,1.01,1.5166666666666666
2026-05-20,S053E-202,,,11,1,1.1,3.733333333333333
2026-05-20,S053F-203,,,24,2,-0.45,4.766666666666667
2026-05-20,S054-202,,,24,2,-3.17,4.616666666666666
2026-05-20,S054A-202,,,11,1,-2.77,-0.8
2026-05-20,S055-203,,,13,1,-1.76,4.116666666666666
2026-05-20,S056-203,,,11,1,5.71,6.75
2026-05-20,S056E-203,,,31,2,-0.36,10.666666666666666
2026-05-20,S057-202,,,10,1,1.48,3.35
2026-05-20,S058-203,,,8,1,-2.75,-0.7833333333333333
2026-05-20,S058A-203,,,15,1,3.24,6.233333333333333
2026-05-20,S059-203,,,9,1,4.18,4.233333333333333
2026-05-20,S059B-203,,,11,1,2.05,3.733333333333333
2026-05-20,S060-203,,,38,3,-9.22,1.5666666666666669
2026-05-20,S060A-203,,,11,1,7.9,11.166666666666666
2026-05-20,S060K-202,,,27,2,4.26,9.016666666666667
2026-05-20,S061-203,,,39,3,-8.18,2.9166666666666665
